"kind","items__kind","items__family","items__category","items__variants-","items__subsets001","items__subsets002","items__subsets003","items__subsets004","items__subsets005","items__subsets006","items__subsets007","items__subsets008","items__variants001","items__variants002","items__variants003","items__variants004","items__variants005","items__variants006","items__variants007","items__variants008","items__variants009","items__variants010","items__variants011","items__variants012","items__variants013","items__variants014","items__variants015","items__variants016","items__variants017","items__variants018","items__subsets-","items__version","items__lastModified","items__files__100","items__files__100italic","items__files__200","items__files__200italic","items__files__300","items__files__300italic","items__files__regular","items__files__500","items__files__500italic","items__files__600","items__files__600italic","items__files__700","items__files__700italic","items__files__800","items__files__800italic","items__files__900","items__files__900italic","items__files__italic"
"","webfonts#webfont","Princess Sofia","handwriting","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/princesssofia/v4/8g5l8r9BM0t1QsXLTajDe-wjmA7ie-lFcByzHGRhCIg.ttf","","","","","","","","","","",""
"","webfonts#webfont","Prociono","serif","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/prociono/v6/43ZYDHWogdFeNBWTl6ksmw.ttf","","","","","","","","","","",""
"","webfonts#webfont","Prosto One","display","regular","latin-ext","latin","cyrillic","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/prostoone/v4/bsqnAElAqk9kX7eABTRFJPesZW2xOQ-xsNqO47m55DA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Puritan","sans-serif","","","","","","","","","","regular","italic","700","700italic","","","","","","","","","","","","","","","latin","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/puritan/v7/wv_RtgVBSCn-or2MC0n4Kg.ttf","","","","","http://fonts.gstatic.com/s/puritan/v7/pJS2SdwI0SCiVnO0iQSFT_esZW2xOQ-xsNqO47m55DA.ttf","http://fonts.gstatic.com/s/puritan/v7/rFG3XkMJL75nUNZwCEIJqC3USBnSvpkopQaUR-2r7iU.ttf","","","","","http://fonts.gstatic.com/s/puritan/v7/BqZX8Tp200LeMv1KlzXgLQ.ttf"
"","webfonts#webfont","Purple Purse","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/purplepurse/v5/Q5heFUrdmei9axbMITxxxS3USBnSvpkopQaUR-2r7iU.ttf","","","","","","","","","","",""
"","webfonts#webfont","Quando","serif","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/quando/v4/03nDiEZuO2-h3xvtG6UmHg.ttf","","","","","","","","","","",""
"","webfonts#webfont","Quantico","sans-serif","","","","","","","","","","regular","italic","700","700italic","","","","","","","","","","","","","","","latin","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/quantico/v5/pwSnP8Xpaix2rIz99HrSlQ.ttf","","","","","http://fonts.gstatic.com/s/quantico/v5/OVZZzjcZ3Hkq2ojVcUtDjaCWcynf_cDxXwCLxiixG1c.ttf","http://fonts.gstatic.com/s/quantico/v5/HeCYRcZbdRso3ZUu01ELbQJKKGfqHaYFsRG-T3ceEVo.ttf","","","","","http://fonts.gstatic.com/s/quantico/v5/KQhDd2OsZi6HiITUeFQ2U_esZW2xOQ-xsNqO47m55DA.ttf"
"","webfonts#webfont","Quattrocento","serif","","latin-ext","latin","","","","","","","regular","700","","","","","","","","","","","","","","","","","","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/quattrocento/v7/WZDISdyil4HsmirlOdBRFC3USBnSvpkopQaUR-2r7iU.ttf","","","","","http://fonts.gstatic.com/s/quattrocento/v7/Uvi-cRwyvqFpl9j3oT2mqkD2ttfZwueP-QU272T9-k4.ttf","","","","","",""
"","webfonts#webfont","Quattrocento Sans","sans-serif","","latin-ext","latin","","","","","","","regular","italic","700","700italic","","","","","","","","","","","","","","","","v8","2015-04-06","","","","","","","http://fonts.gstatic.com/s/quattrocentosans/v8/efd6FGWWGX5Z3ztwLBrG9eAj_ty82iuwwDTNEYXGiyQ.ttf","","","","","http://fonts.gstatic.com/s/quattrocentosans/v8/tXSgPxDl7Lk8Zr_5qX8FIbqxG25nQNOioCZSK4sU-CA.ttf","http://fonts.gstatic.com/s/quattrocentosans/v8/8N1PdXpbG6RtFvTjl-5E7buqAJxizi8Dk_SK5et7kMg.ttf","","","","","http://fonts.gstatic.com/s/quattrocentosans/v8/8PXYbvM__bjl0rBnKiByg532VBCoA_HLsn85tSWZmdo.ttf"
"","webfonts#webfont","Questrial","sans-serif","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/questrial/v6/MoHHaw_WwNs_hd9ob1zTVw.ttf","","","","","","","","","","",""
"","webfonts#webfont","Quicksand","sans-serif","","","","","","","","","","300","regular","700","","","","","","","","","","","","","","","","latin","v5","2015-04-06","","","","","http://fonts.gstatic.com/s/quicksand/v5/qhfoJiLu10kFjChCCTvGlC3USBnSvpkopQaUR-2r7iU.ttf","","http://fonts.gstatic.com/s/quicksand/v5/Ngv3fIJjKB7sD-bTUGIFCA.ttf","","","","","http://fonts.gstatic.com/s/quicksand/v5/32nyIRHyCu6iqEka_hbKsi3USBnSvpkopQaUR-2r7iU.ttf","","","","","",""
"","webfonts#webfont","Quintessential","handwriting","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/quintessential/v4/mmk6ioesnTrEky_Zb92E5s02lXbtMOtZWfuxKeMZO8Q.ttf","","","","","","","","","","",""
"","webfonts#webfont","Qwigley","handwriting","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/qwigley/v6/aDqxws-KubFID85TZHFouw.ttf","","","","","","","","","","",""
"","webfonts#webfont","Racing Sans One","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/racingsansone/v4/1r3DpWaCiT7y3PD4KgkNyDjVlsJB_M_Q_LtZxsoxvlw.ttf","","","","","","","","","","",""
"","webfonts#webfont","Radley","serif","","latin-ext","latin","","","","","","","regular","italic","","","","","","","","","","","","","","","","","","v9","2015-04-06","","","","","","","http://fonts.gstatic.com/s/radley/v9/FgE9di09a-mXGzAIyI6Q9Q.ttf","","","","","","","","","","","http://fonts.gstatic.com/s/radley/v9/Z_JcACuPAOO2f9kzQcGRug.ttf"
"","webfonts#webfont","Rajdhani","sans-serif","","latin-ext","latin","devanagari","","","","","","300","regular","500","600","700","","","","","","","","","","","","","","","v5","2015-04-06","","","","","http://fonts.gstatic.com/s/rajdhani/v5/9pItuEhQZVGdq8spnHTku6CWcynf_cDxXwCLxiixG1c.ttf","","http://fonts.gstatic.com/s/rajdhani/v5/Wfy5zp4PGFAFS7-Wetehzw.ttf","http://fonts.gstatic.com/s/rajdhani/v5/nd_5ZpVwm710HcLual0fBqCWcynf_cDxXwCLxiixG1c.ttf","","http://fonts.gstatic.com/s/rajdhani/v5/5fnmZahByDeTtgxIiqbJSaCWcynf_cDxXwCLxiixG1c.ttf","","http://fonts.gstatic.com/s/rajdhani/v5/UBK6d2Hg7X7wYLlF92aXW6CWcynf_cDxXwCLxiixG1c.ttf","","","","","",""
"","webfonts#webfont","Raleway","sans-serif","","","","","","","","","","100","200","300","regular","500","600","700","800","900","","","","","","","","","","latin","v9","2015-04-06","http://fonts.gstatic.com/s/raleway/v9/UDfD6oxBaBnmFJwQ7XAFNw.ttf","","http://fonts.gstatic.com/s/raleway/v9/LAQwev4hdCtYkOYX4Oc7nPesZW2xOQ-xsNqO47m55DA.ttf","","http://fonts.gstatic.com/s/raleway/v9/2VvSZU2kb4DZwFfRM4fLQPesZW2xOQ-xsNqO47m55DA.ttf","","http://fonts.gstatic.com/s/raleway/v9/_dCzxpXzIS3sL-gdJWAP8A.ttf","http://fonts.gstatic.com/s/raleway/v9/348gn6PEmbLDWlHbbV15d_esZW2xOQ-xsNqO47m55DA.ttf","","http://fonts.gstatic.com/s/raleway/v9/M7no6oPkwKYJkedjB1wqEvesZW2xOQ-xsNqO47m55DA.ttf","","http://fonts.gstatic.com/s/raleway/v9/VGEV9-DrblisWOWLbK-1XPesZW2xOQ-xsNqO47m55DA.ttf","","http://fonts.gstatic.com/s/raleway/v9/mMh0JrsYMXcLO69jgJwpUvesZW2xOQ-xsNqO47m55DA.ttf","","http://fonts.gstatic.com/s/raleway/v9/ajQQGcDBLcyLpaUfD76UuPesZW2xOQ-xsNqO47m55DA.ttf","",""
"","webfonts#webfont","Raleway Dots","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/ralewaydots/v4/lhLgmWCRcyz-QXo8LCzTfC3USBnSvpkopQaUR-2r7iU.ttf","","","","","","","","","","",""
"","webfonts#webfont","Ramabhadra","sans-serif","regular","latin","telugu","","","","","","","","","","","","","","","","","","","","","","","","","","v5","2015-04-07","","","","","","","http://fonts.gstatic.com/s/ramabhadra/v5/JyhxLXRVQChLDGADS_c5MPesZW2xOQ-xsNqO47m55DA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Ramaraja","serif","regular","latin","telugu","","","","","","","","","","","","","","","","","","","","","","","","","","v1","2015-04-03","","","","","","","http://fonts.gstatic.com/s/ramaraja/v1/XIqzxFapVczstBedHdQTiw.ttf","","","","","","","","","","",""
"","webfonts#webfont","Rambla","sans-serif","","latin-ext","latin","","","","","","","regular","italic","700","700italic","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/rambla/v4/YaTmpvm5gFg_ShJKTQmdzg.ttf","","","","","http://fonts.gstatic.com/s/rambla/v4/C5VZH8BxQKmnBuoC00UPpw.ttf","http://fonts.gstatic.com/s/rambla/v4/ziMzUZya6QahrKONSI1TzqCWcynf_cDxXwCLxiixG1c.ttf","","","","","http://fonts.gstatic.com/s/rambla/v4/mhUgsKmp0qw3uATdDDAuwA.ttf"
"","webfonts#webfont","Rammetto One","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/rammettoone/v5/mh0uQ1tV8QgSx9v_KyEYPC3USBnSvpkopQaUR-2r7iU.ttf","","","","","","","","","","",""
"","webfonts#webfont","Ranchers","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/ranchers/v4/9ya8CZYhqT66VERfjQ7eLA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Rancho","handwriting","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/rancho/v6/ekp3-4QykC4--6KaslRgHA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Ranga","display","","latin-ext","latin","devanagari","","","","","","regular","700","","","","","","","","","","","","","","","","","","v1","2015-04-03","","","","","","","http://fonts.gstatic.com/s/ranga/v1/xpW6zFTNzY1JykoBIqE1Zg.ttf","","","","","http://fonts.gstatic.com/s/ranga/v1/h8G_gEUH7vHKH-NkjAs34A.ttf","","","","","",""
"","webfonts#webfont","Rationale","sans-serif","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/rationale/v7/7M2eN-di0NGLQse7HzJRfg.ttf","","","","","","","","","","",""
"","webfonts#webfont","Ravi Prakash","display","regular","latin","telugu","","","","","","","","","","","","","","","","","","","","","","","","","","v3","2015-04-03","","","","","","","http://fonts.gstatic.com/s/raviprakash/v3/8EzbM7Rymjk25jWeHxbO6C3USBnSvpkopQaUR-2r7iU.ttf","","","","","","","","","","",""
"","webfonts#webfont","Redressed","handwriting","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/redressed/v6/3aZ5sTBppH3oSm5SabegtA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Reenie Beanie","handwriting","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/reeniebeanie/v6/ljpKc6CdXusL1cnGUSamX4jjx0o0jr6fNXxPgYh_a8Q.ttf","","","","","","","","","","",""
"","webfonts#webfont","Revalia","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/revalia/v4/1TKw66fF5_poiL0Ktgo4_A.ttf","","","","","","","","","","",""
"","webfonts#webfont","Ribeye","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/ribeye/v5/e5w3VE8HnWBln4Ll6lUj3Q.ttf","","","","","","","","","","",""
"","webfonts#webfont","Ribeye Marrow","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/ribeyemarrow/v6/q7cBSA-4ErAXBCDFPrhlY0cTNmV93fYG7UKgsLQNQWs.ttf","","","","","","","","","","",""
"","webfonts#webfont","Righteous","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/righteous/v5/0nRRWM_gCGCt2S-BCfN8WQ.ttf","","","","","","","","","","",""
"","webfonts#webfont","Risque","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/risque/v4/92RnElGnl8yHP97-KV3Fyg.ttf","","","","","","","","","","",""
"","webfonts#webfont","Roboto","sans-serif","","latin-ext","cyrillic-ext","latin","greek","vietnamese","greek-ext","cyrillic","","100","100italic","300","300italic","regular","italic","500","500italic","700","700italic","900","900italic","","","","","","","","v15","2015-04-06","http://fonts.gstatic.com/s/roboto/v15/7MygqTe2zs9YkP0adA9QQQ.ttf","http://fonts.gstatic.com/s/roboto/v15/T1xnudodhcgwXCmZQ490TPesZW2xOQ-xsNqO47m55DA.ttf","","","http://fonts.gstatic.com/s/roboto/v15/dtpHsbgPEm2lVWciJZ0P-A.ttf","http://fonts.gstatic.com/s/roboto/v15/iE8HhaRzdhPxC93dOdA056CWcynf_cDxXwCLxiixG1c.ttf","http://fonts.gstatic.com/s/roboto/v15/W5F8_SL0XFawnjxHGsZjJA.ttf","http://fonts.gstatic.com/s/roboto/v15/Uxzkqj-MIMWle-XP2pDNAA.ttf","http://fonts.gstatic.com/s/roboto/v15/daIfzbEw-lbjMyv4rMUUTqCWcynf_cDxXwCLxiixG1c.ttf","","","http://fonts.gstatic.com/s/roboto/v15/bdHGHleUa-ndQCOrdpfxfw.ttf","http://fonts.gstatic.com/s/roboto/v15/owYYXKukxFDFjr0ZO8NXh6CWcynf_cDxXwCLxiixG1c.ttf","","","http://fonts.gstatic.com/s/roboto/v15/H1vB34nOKWXqzKotq25pcg.ttf","http://fonts.gstatic.com/s/roboto/v15/b9PWBSMHrT2zM5FgUdtu0aCWcynf_cDxXwCLxiixG1c.ttf","http://fonts.gstatic.com/s/roboto/v15/hcKoSgxdnKlbH5dlTwKbow.ttf"
"","webfonts#webfont","Roboto Condensed","sans-serif","","latin-ext","cyrillic-ext","latin","greek","vietnamese","greek-ext","cyrillic","","300","300italic","regular","italic","700","700italic","","","","","","","","","","","","","","v13","2015-04-06","","","","","http://fonts.gstatic.com/s/robotocondensed/v13/b9QBgL0iMZfDSpmcXcE8nJRhFVcex_hajThhFkHyhYk.ttf","http://fonts.gstatic.com/s/robotocondensed/v13/mg0cGfGRUERshzBlvqxeAPYa9bgCHecWXGgisnodcS0.ttf","http://fonts.gstatic.com/s/robotocondensed/v13/Zd2E9abXLFGSr9G3YK2MsKDbm6fPDOZJsR8PmdG62gY.ttf","","","","","http://fonts.gstatic.com/s/robotocondensed/v13/b9QBgL0iMZfDSpmcXcE8nPOYkGiSOYDq_T7HbIOV1hA.ttf","http://fonts.gstatic.com/s/robotocondensed/v13/mg0cGfGRUERshzBlvqxeAE2zk2RGRC3SlyyLLQfjS_8.ttf","","","","","http://fonts.gstatic.com/s/robotocondensed/v13/BP5K8ZAJv9qEbmuFp8RpJY_eiqgTfYGaH0bJiUDZ5GA.ttf"
"","webfonts#webfont","Roboto Slab","serif","","latin-ext","cyrillic-ext","latin","greek","vietnamese","greek-ext","cyrillic","","100","300","regular","700","","","","","","","","","","","","","","","","v6","2015-04-06","http://fonts.gstatic.com/s/robotoslab/v6/MEz38VLIFL-t46JUtkIEgIAWxXGWZ3yJw6KhWS7MxOk.ttf","","","","http://fonts.gstatic.com/s/robotoslab/v6/dazS1PrQQuCxC3iOAJFEJS9-WlPSxbfiI49GsXo3q0g.ttf","","http://fonts.gstatic.com/s/robotoslab/v6/3__ulTNA7unv0UtplybPiqCWcynf_cDxXwCLxiixG1c.ttf","","","","","http://fonts.gstatic.com/s/robotoslab/v6/dazS1PrQQuCxC3iOAJFEJXe1Pd76Vl7zRpE7NLJQ7XU.ttf","","","","","",""
"","webfonts#webfont","Rochester","handwriting","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/rochester/v6/bnj8tmQBiOkdji_G_yvypg.ttf","","","","","","","","","","",""
"","webfonts#webfont","Rock Salt","handwriting","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/rocksalt/v6/Zy7JF9h9WbhD9V3SFMQ1UQ.ttf","","","","","","","","","","",""
"","webfonts#webfont","Rokkitt","serif","","","","","","","","","","regular","700","","","","","","","","","","","","","","","","","latin","v8","2015-04-06","","","","","","","http://fonts.gstatic.com/s/rokkitt/v8/GMA7Z_ToF8uSvpZAgnp_VQ.ttf","","","","","http://fonts.gstatic.com/s/rokkitt/v8/gxlo-sr3rPmvgSixYog_ofesZW2xOQ-xsNqO47m55DA.ttf","","","","","",""
"","webfonts#webfont","Romanesco","handwriting","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/romanesco/v5/2udIjUrpK_CPzYSxRVzD4Q.ttf","","","","","","","","","","",""
"","webfonts#webfont","Ropa Sans","sans-serif","","latin-ext","latin","","","","","","","regular","italic","","","","","","","","","","","","","","","","","","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/ropasans/v5/Gba7ZzVBuhg6nX_AoSwlkQ.ttf","","","","","","","","","","","http://fonts.gstatic.com/s/ropasans/v5/V1zbhZQscNrh63dy5Jk2nqCWcynf_cDxXwCLxiixG1c.ttf"
"","webfonts#webfont","Rosario","sans-serif","","","","","","","","","","regular","italic","700","700italic","","","","","","","","","","","","","","","latin","v10","2015-04-06","","","","","","","http://fonts.gstatic.com/s/rosario/v10/bL-cEh8dXtDupB2WccA2LA.ttf","","","","","http://fonts.gstatic.com/s/rosario/v10/nrS6PJvDWN42RP4TFWccd_esZW2xOQ-xsNqO47m55DA.ttf","http://fonts.gstatic.com/s/rosario/v10/EOgFX2Va5VGrkhn_eDpIRS3USBnSvpkopQaUR-2r7iU.ttf","","","","","http://fonts.gstatic.com/s/rosario/v10/pkflNy18HEuVVx4EOjeb_Q.ttf"
"","webfonts#webfont","Rosarivo","serif","","latin-ext","latin","","","","","","","regular","italic","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/rosarivo/v4/EmPiINK0qyqc7KSsNjJamA.ttf","","","","","","","","","","","http://fonts.gstatic.com/s/rosarivo/v4/u3VuWsWQlX1pDqsbz4paNPesZW2xOQ-xsNqO47m55DA.ttf"
"","webfonts#webfont","Rouge Script","handwriting","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/rougescript/v5/AgXDSqZJmy12qS0ixjs6Vy3USBnSvpkopQaUR-2r7iU.ttf","","","","","","","","","","",""
"","webfonts#webfont","Rozha One","serif","regular","latin-ext","latin","devanagari","","","","","","","","","","","","","","","","","","","","","","","","","v2","2015-04-03","","","","","","","http://fonts.gstatic.com/s/rozhaone/v2/PyrMHQ6lucEIxwKmhqsX8A.ttf","","","","","","","","","","",""
"","webfonts#webfont","Rubik Mono One","sans-serif","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v3","2015-04-03","","","","","","","http://fonts.gstatic.com/s/rubikmonoone/v3/e_cupPtD4BrZzotubJD7UbAREgn5xbW23GEXXnhMQ5Y.ttf","","","","","","","","","","",""
"","webfonts#webfont","Rubik One","sans-serif","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v3","2015-04-03","","","","","","","http://fonts.gstatic.com/s/rubikone/v3/Zs6TtctNRSIR8T5PO018rQ.ttf","","","","","","","","","","",""
"","webfonts#webfont","Ruda","sans-serif","","latin-ext","latin","","","","","","","regular","700","900","","","","","","","","","","","","","","","","","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/ruda/v7/jPEIPB7DM2DNK_uBGv2HGw.ttf","","","","","http://fonts.gstatic.com/s/ruda/v7/JABOu1SYOHcGXVejUq4w6g.ttf","","","","http://fonts.gstatic.com/s/ruda/v7/Uzusv-enCjoIrznlJJaBRw.ttf","",""
"","webfonts#webfont","Rufina","serif","","latin-ext","latin","","","","","","","regular","700","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/rufina/v4/s9IFr_fIemiohfZS-ZRDbQ.ttf","","","","","http://fonts.gstatic.com/s/rufina/v4/D0RUjXFr55y4MVZY2Ww_RA.ttf","","","","","",""
"","webfonts#webfont","Ruge Boogie","handwriting","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v7","2015-04-03","","","","","","","http://fonts.gstatic.com/s/rugeboogie/v7/U-TTmltL8aENLVIqYbI5QaCWcynf_cDxXwCLxiixG1c.ttf","","","","","","","","","","",""
"","webfonts#webfont","Ruluko","sans-serif","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/ruluko/v4/lv4cMwJtrx_dzmlK5SDc1g.ttf","","","","","","","","","","",""
"","webfonts#webfont","Rum Raisin","sans-serif","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/rumraisin/v4/kDiL-ntDOEq26B7kYM7cx_esZW2xOQ-xsNqO47m55DA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Ruslan Display","display","regular","latin-ext","latin","cyrillic","","","","","","","","","","","","","","","","","","","","","","","","","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/ruslandisplay/v7/SREdhlyLNUfU1VssRBfs3rgH88D3l9N4auRNHrNS708.ttf","","","","","","","","","","",""
"","webfonts#webfont","Russo One","sans-serif","regular","latin-ext","latin","cyrillic","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/russoone/v4/zfwxZ--UhUc7FVfgT21PRQ.ttf","","","","","","","","","","",""
"","webfonts#webfont","Ruthie","handwriting","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/ruthie/v6/vJ2LorukHSbWYoEs5juivg.ttf","","","","","","","","","","",""
"","webfonts#webfont","Rye","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/rye/v4/VUrJlpPpSZxspl3w_yNOrQ.ttf","","","","","","","","","","",""
"","webfonts#webfont","Sacramento","handwriting","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/sacramento/v4/_kv-qycSHMNdhjiv0Kj7BvesZW2xOQ-xsNqO47m55DA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Sail","display","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/sail/v6/iuEoG6kt-bePGvtdpL0GUQ.ttf","","","","","","","","","","",""
"","webfonts#webfont","Salsa","display","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/salsa/v6/BnpUCBmYdvggScEPs5JbpA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Sanchez","serif","","latin-ext","latin","","","","","","","regular","italic","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/sanchez/v4/BEL8ao-E2LJ5eHPLB2UAiw.ttf","","","","","","","","","","","http://fonts.gstatic.com/s/sanchez/v4/iSrhkWLexUZzDeNxNEHtzA.ttf"
"","webfonts#webfont","Sancreek","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/sancreek/v7/8ZacBMraWMvHly4IJI3esw.ttf","","","","","","","","","","",""
"","webfonts#webfont","Sansita One","display","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/sansitaone/v6/xWqf68oB50JXqGIRR0h2hqCWcynf_cDxXwCLxiixG1c.ttf","","","","","","","","","","",""
"","webfonts#webfont","Sarina","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/sarina/v5/XYtRfaSknHIU3NHdfTdXoQ.ttf","","","","","","","","","","",""
"","webfonts#webfont","Sarpanch","sans-serif","","latin-ext","latin","devanagari","","","","","","regular","500","600","700","800","900","","","","","","","","","","","","","","v1","2015-04-03","","","","","","","http://fonts.gstatic.com/s/sarpanch/v1/YMBZdT27b6O5a1DADbAGSg.ttf","http://fonts.gstatic.com/s/sarpanch/v1/Ov7BxSrFSZYrfuJxL1LzQaCWcynf_cDxXwCLxiixG1c.ttf","","http://fonts.gstatic.com/s/sarpanch/v1/WTnP2wnc0qSbUaaDG-2OQ6CWcynf_cDxXwCLxiixG1c.ttf","","http://fonts.gstatic.com/s/sarpanch/v1/57kYsSpovYmFaEt2hsZhv6CWcynf_cDxXwCLxiixG1c.ttf","","http://fonts.gstatic.com/s/sarpanch/v1/OKyqPLjdnuVghR-1TV6RzaCWcynf_cDxXwCLxiixG1c.ttf","","http://fonts.gstatic.com/s/sarpanch/v1/JhYc2cr6kqWTo_P0vfvJR6CWcynf_cDxXwCLxiixG1c.ttf","",""
"","webfonts#webfont","Satisfy","handwriting","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/satisfy/v6/PRlyepkd-JCGHiN8e9WV2w.ttf","","","","","","","","","","",""
